population,year,julian,HW,catch,period
Queets,1993,68,Hatchery,18,Current
Queets,1993,68,Wild,269,Current
Queets,1993,75,Hatchery,9,Current
Queets,1993,75,Wild,281,Current
Queets,1993,82,Hatchery,13,Current
Queets,1993,82,Wild,182,Current
Queets,1993,89,Hatchery,0,Current
Queets,1993,89,Wild,282,Current
Queets,1993,96,Hatchery,0,Current
Queets,1993,96,Wild,264,Current
Queets,1993,103,Hatchery,0,Current
Queets,1993,103,Wild,185,Current
Queets,1993,110,Hatchery,0,Current
Queets,1993,110,Wild,125,Current
Queets,1993,117,Hatchery,0,Current
Queets,1993,117,Wild,127,Current
Queets,1994,-38,Hatchery,0,Current
Queets,1994,-38,Wild,0,Current
Queets,1994,-31,Hatchery,12,Current
Queets,1994,-31,Wild,13,Current
Queets,1994,-24,Hatchery,19,Current
Queets,1994,-24,Wild,16,Current
Queets,1994,-17,Hatchery,78,Current
Queets,1994,-17,Wild,28,Current
Queets,1994,-10,Hatchery,147,Current
Queets,1994,-10,Wild,36,Current
Queets,1994,-3,Hatchery,394,Current
Queets,1994,-3,Wild,22,Current
Queets,1994,4,Hatchery,127,Current
Queets,1994,4,Wild,39,Current
Queets,1994,11,Hatchery,221,Current
Queets,1994,11,Wild,111,Current
Queets,1994,18,Hatchery,145,Current
Queets,1994,18,Wild,74,Current
Queets,1994,25,Hatchery,50,Current
Queets,1994,25,Wild,113,Current
Queets,1994,32,Hatchery,65,Current
Queets,1994,32,Wild,87,Current
Queets,1994,39,Hatchery,38,Current
Queets,1994,39,Wild,67,Current
Queets,1994,46,Hatchery,0,Current
Queets,1994,46,Wild,94,Current
Queets,1994,53,Hatchery,0,Current
Queets,1994,53,Wild,147,Current
Queets,1994,60,Hatchery,0,Current
Queets,1994,60,Wild,30,Current
Queets,1994,67,Hatchery,10,Current
Queets,1994,67,Wild,203,Current
Queets,1994,74,Hatchery,0,Current
Queets,1994,74,Wild,205,Current
Queets,1994,81,Hatchery,0,Current
Queets,1994,81,Wild,119,Current
Queets,1994,88,Hatchery,0,Current
Queets,1994,88,Wild,226,Current
Queets,1994,95,Hatchery,0,Current
Queets,1994,95,Wild,142,Current
Queets,1994,102,Hatchery,0,Current
Queets,1994,102,Wild,74,Current
Queets,1994,109,Hatchery,0,Current
Queets,1994,109,Wild,53,Current
Queets,1994,116,Hatchery,0,Current
Queets,1994,116,Wild,31,Current
Queets,1995,-32,Hatchery,48,Current
Queets,1995,-32,Wild,0,Current
Queets,1995,-25,Hatchery,107,Current
Queets,1995,-25,Wild,5,Current
Queets,1995,-18,Hatchery,320,Current
Queets,1995,-18,Wild,11,Current
Queets,1995,-11,Hatchery,169,Current
Queets,1995,-11,Wild,31,Current
Queets,1995,-4,Hatchery,110,Current
Queets,1995,-4,Wild,38,Current
Queets,1995,3,Hatchery,94,Current
Queets,1995,3,Wild,72,Current
Queets,1995,10,Hatchery,248,Current
Queets,1995,10,Wild,83,Current
Queets,1995,17,Hatchery,46,Current
Queets,1995,17,Wild,25,Current
Queets,1995,24,Hatchery,79,Current
Queets,1995,24,Wild,104,Current
Queets,1995,31,Hatchery,24,Current
Queets,1995,31,Wild,83,Current
Queets,1995,38,Hatchery,7,Current
Queets,1995,38,Wild,54,Current
Queets,1995,45,Hatchery,17,Current
Queets,1995,45,Wild,171,Current
Queets,1995,52,Hatchery,24,Current
Queets,1995,52,Wild,158,Current
Queets,1995,59,Hatchery,8,Current
Queets,1995,59,Wild,159,Current
Queets,1995,66,Hatchery,0,Current
Queets,1995,66,Wild,119,Current
Queets,1995,73,Hatchery,11,Current
Queets,1995,73,Wild,192,Current
Queets,1995,80,Hatchery,0,Current
Queets,1995,80,Wild,112,Current
Queets,1995,87,Hatchery,0,Current
Queets,1995,87,Wild,53,Current
Queets,1995,94,Hatchery,0,Current
Queets,1995,94,Wild,83,Current
Queets,1995,101,Hatchery,0,Current
Queets,1995,101,Wild,84,Current
Queets,1995,108,Hatchery,0,Current
Queets,1995,108,Wild,86,Current
Queets,1995,115,Hatchery,0,Current
Queets,1995,115,Wild,64,Current
Queets,1995,122,Hatchery,0,Current
Queets,1995,122,Wild,60,Current
Queets,1996,-33,Hatchery,65,Current
Queets,1996,-33,Wild,15,Current
Queets,1996,-26,Hatchery,263,Current
Queets,1996,-26,Wild,21,Current
Queets,1996,-19,Hatchery,101,Current
Queets,1996,-19,Wild,26,Current
Queets,1996,-12,Hatchery,128,Current
Queets,1996,-12,Wild,45,Current
Queets,1996,-5,Hatchery,102,Current
Queets,1996,-5,Wild,82,Current
Queets,1996,2,Hatchery,58,Current
Queets,1996,2,Wild,52,Current
Queets,1996,9,Hatchery,127,Current
Queets,1996,9,Wild,128,Current
Queets,1996,16,Hatchery,15,Current
Queets,1996,16,Wild,100,Current
Queets,1996,23,Hatchery,0,Current
Queets,1996,23,Wild,63,Current
Queets,1996,30,Hatchery,0,Current
Queets,1996,30,Wild,48,Current
Queets,1996,37,Hatchery,0,Current
Queets,1996,37,Wild,113,Current
Queets,1996,44,Hatchery,0,Current
Queets,1996,44,Wild,156,Current
Queets,1996,51,Hatchery,0,Current
Queets,1996,51,Wild,68,Current
Queets,1996,58,Hatchery,0,Current
Queets,1996,58,Wild,120,Current
Queets,1996,65,Hatchery,0,Current
Queets,1996,65,Wild,208,Current
Queets,1996,72,Hatchery,0,Current
Queets,1996,72,Wild,120,Current
Queets,1996,79,Hatchery,0,Current
Queets,1996,79,Wild,112,Current
Queets,1996,86,Hatchery,0,Current
Queets,1996,86,Wild,172,Current
Queets,1996,93,Hatchery,0,Current
Queets,1996,93,Wild,247,Current
Queets,1996,100,Hatchery,0,Current
Queets,1996,100,Wild,51,Current
Queets,1996,107,Hatchery,0,Current
Queets,1996,107,Wild,49,Current
Queets,1996,114,Hatchery,0,Current
Queets,1996,114,Wild,22,Current
Queets,1996,121,Hatchery,0,Current
Queets,1996,121,Wild,41,Current
Queets,1997,-35,Hatchery,51,Current
Queets,1997,-35,Wild,0,Current
Queets,1997,-28,Hatchery,71,Current
Queets,1997,-28,Wild,15,Current
Queets,1997,-21,Hatchery,119,Current
Queets,1997,-21,Wild,22,Current
Queets,1997,-14,Hatchery,165,Current
Queets,1997,-14,Wild,19,Current
Queets,1997,-7,Hatchery,343,Current
Queets,1997,-7,Wild,72,Current
Queets,1997,0,Hatchery,13,Current
Queets,1997,0,Wild,8,Current
Queets,1997,7,Hatchery,10,Current
Queets,1997,7,Wild,89,Current
Queets,1997,14,Hatchery,16,Current
Queets,1997,14,Wild,60,Current
Queets,1997,21,Hatchery,22,Current
Queets,1997,21,Wild,89,Current
Queets,1997,28,Hatchery,0,Current
Queets,1997,28,Wild,67,Current
Queets,1997,35,Hatchery,0,Current
Queets,1997,35,Wild,70,Current
Queets,1997,42,Hatchery,0,Current
Queets,1997,42,Wild,67,Current
Queets,1997,49,Hatchery,0,Current
Queets,1997,49,Wild,65,Current
Queets,1997,56,Hatchery,0,Current
Queets,1997,56,Wild,85,Current
Queets,1997,63,Hatchery,0,Current
Queets,1997,63,Wild,92,Current
Queets,1997,70,Hatchery,0,Current
Queets,1997,70,Wild,142,Current
Queets,1997,77,Hatchery,0,Current
Queets,1997,77,Wild,61,Current
Queets,1997,84,Hatchery,0,Current
Queets,1997,84,Wild,376,Current
Queets,1997,91,Hatchery,0,Current
Queets,1997,91,Wild,89,Current
Queets,1997,98,Hatchery,0,Current
Queets,1997,98,Wild,196,Current
Queets,1997,105,Hatchery,0,Current
Queets,1997,105,Wild,114,Current
Queets,1997,112,Hatchery,0,Current
Queets,1997,112,Wild,74,Current
Queets,1997,119,Hatchery,0,Current
Queets,1997,119,Wild,55,Current
Queets,1998,-36,Hatchery,0,Current
Queets,1998,-36,Wild,3,Current
Queets,1998,-29,Hatchery,4,Current
Queets,1998,-29,Wild,0,Current
Queets,1998,-22,Hatchery,16,Current
Queets,1998,-22,Wild,0,Current
Queets,1998,-15,Hatchery,56,Current
Queets,1998,-15,Wild,0,Current
Queets,1998,-8,Hatchery,152,Current
Queets,1998,-8,Wild,189,Current
Queets,1998,-1,Hatchery,206,Current
Queets,1998,-1,Wild,11,Current
Queets,1998,6,Hatchery,130,Current
Queets,1998,6,Wild,40,Current
Queets,1998,13,Hatchery,49,Current
Queets,1998,13,Wild,19,Current
Queets,1998,20,Hatchery,103,Current
Queets,1998,20,Wild,62,Current
Queets,1998,27,Hatchery,58,Current
Queets,1998,27,Wild,64,Current
Queets,1998,34,Hatchery,0,Current
Queets,1998,34,Wild,25,Current
Queets,1998,41,Hatchery,0,Current
Queets,1998,41,Wild,44,Current
Queets,1998,48,Hatchery,0,Current
Queets,1998,48,Wild,63,Current
Queets,1998,55,Hatchery,0,Current
Queets,1998,55,Wild,78,Current
Queets,1998,62,Hatchery,0,Current
Queets,1998,62,Wild,232,Current
Queets,1998,69,Hatchery,0,Current
Queets,1998,69,Wild,93,Current
Queets,1998,76,Hatchery,0,Current
Queets,1998,76,Wild,33,Current
Queets,1998,83,Hatchery,0,Current
Queets,1998,83,Wild,46,Current
Queets,1998,90,Hatchery,0,Current
Queets,1998,90,Wild,69,Current
Queets,1998,97,Hatchery,0,Current
Queets,1998,97,Wild,98,Current
Queets,1998,104,Hatchery,0,Current
Queets,1998,104,Wild,64,Current
Queets,1998,111,Hatchery,0,Current
Queets,1998,111,Wild,87,Current
Queets,1998,118,Hatchery,0,Current
Queets,1998,118,Wild,52,Current
Queets,1999,-37,Hatchery,27,Current
Queets,1999,-37,Wild,6,Current
Queets,1999,-30,Hatchery,198,Current
Queets,1999,-30,Wild,26,Current
Queets,1999,-23,Hatchery,339,Current
Queets,1999,-23,Wild,28,Current
Queets,1999,-16,Hatchery,433,Current
Queets,1999,-16,Wild,54,Current
Queets,1999,-9,Hatchery,279,Current
Queets,1999,-9,Wild,30,Current
Queets,1999,-2,Hatchery,271,Current
Queets,1999,-2,Wild,121,Current
Queets,1999,5,Hatchery,164,Current
Queets,1999,5,Wild,111,Current
Queets,1999,12,Hatchery,69,Current
Queets,1999,12,Wild,92,Current
Queets,1999,19,Hatchery,44,Current
Queets,1999,19,Wild,92,Current
Queets,1999,26,Hatchery,11,Current
Queets,1999,26,Wild,114,Current
Queets,1999,33,Hatchery,10,Current
Queets,1999,33,Wild,88,Current
Queets,1999,40,Hatchery,8,Current
Queets,1999,40,Wild,183,Current
Queets,1999,47,Hatchery,0,Current
Queets,1999,47,Wild,229,Current
Queets,1999,54,Hatchery,0,Current
Queets,1999,54,Wild,41,Current
Queets,1999,61,Hatchery,0,Current
Queets,1999,61,Wild,223,Current
Queets,1999,68,Hatchery,0,Current
Queets,1999,68,Wild,115,Current
Queets,1999,75,Hatchery,0,Current
Queets,1999,75,Wild,161,Current
Queets,1999,82,Hatchery,0,Current
Queets,1999,82,Wild,45,Current
Queets,1999,89,Hatchery,0,Current
Queets,1999,89,Wild,35,Current
Queets,1999,96,Hatchery,0,Current
Queets,1999,96,Wild,119,Current
Queets,1999,103,Hatchery,0,Current
Queets,1999,103,Wild,39,Current
Queets,1999,110,Hatchery,0,Current
Queets,1999,110,Wild,65,Current
Queets,1999,117,Hatchery,0,Current
Queets,1999,117,Wild,28,Current
Queets,2000,-38,Hatchery,0,Current
Queets,2000,-38,Wild,3,Current
Queets,2000,-31,Hatchery,26,Current
Queets,2000,-31,Wild,3,Current
Queets,2000,-24,Hatchery,51,Current
Queets,2000,-24,Wild,3,Current
Queets,2000,-17,Hatchery,115,Current
Queets,2000,-17,Wild,0,Current
Queets,2000,-10,Hatchery,576,Current
Queets,2000,-10,Wild,69,Current
Queets,2000,-3,Hatchery,315,Current
Queets,2000,-3,Wild,34,Current
Queets,2000,4,Hatchery,100,Current
Queets,2000,4,Wild,15,Current
Queets,2000,11,Hatchery,107,Current
Queets,2000,11,Wild,60,Current
Queets,2000,18,Hatchery,18,Current
Queets,2000,18,Wild,68,Current
Queets,2000,25,Hatchery,0,Current
Queets,2000,25,Wild,67,Current
Queets,2000,32,Hatchery,44,Current
Queets,2000,32,Wild,20,Current
Queets,2000,39,Hatchery,8,Current
Queets,2000,39,Wild,60,Current
Queets,2000,46,Hatchery,0,Current
Queets,2000,46,Wild,43,Current
Queets,2000,53,Hatchery,42,Current
Queets,2000,53,Wild,85,Current
Queets,2000,60,Hatchery,0,Current
Queets,2000,60,Wild,90,Current
Queets,2000,67,Hatchery,0,Current
Queets,2000,67,Wild,51,Current
Queets,2000,74,Hatchery,0,Current
Queets,2000,74,Wild,130,Current
Queets,2000,81,Hatchery,0,Current
Queets,2000,81,Wild,122,Current
Queets,2000,88,Hatchery,0,Current
Queets,2000,88,Wild,59,Current
Queets,2000,95,Hatchery,0,Current
Queets,2000,95,Wild,53,Current
Queets,2000,102,Hatchery,0,Current
Queets,2000,102,Wild,75,Current
Queets,2000,109,Hatchery,0,Current
Queets,2000,109,Wild,82,Current
Queets,2000,116,Hatchery,0,Current
Queets,2000,116,Wild,37,Current
Queets,2001,-33,Hatchery,139,Current
Queets,2001,-33,Wild,0,Current
Queets,2001,-26,Hatchery,187,Current
Queets,2001,-26,Wild,24,Current
Queets,2001,-19,Hatchery,111,Current
Queets,2001,-19,Wild,29,Current
Queets,2001,-12,Hatchery,112,Current
Queets,2001,-12,Wild,29,Current
Queets,2001,-5,Hatchery,101,Current
Queets,2001,-5,Wild,49,Current
Queets,2001,2,Hatchery,159,Current
Queets,2001,2,Wild,49,Current
Queets,2001,9,Hatchery,66,Current
Queets,2001,9,Wild,41,Current
Queets,2001,16,Hatchery,26,Current
Queets,2001,16,Wild,76,Current
Queets,2001,23,Hatchery,39,Current
Queets,2001,23,Wild,100,Current
Queets,2001,30,Hatchery,95,Current
Queets,2001,30,Wild,112,Current
Queets,2001,37,Hatchery,18,Current
Queets,2001,37,Wild,74,Current
Queets,2001,44,Hatchery,0,Current
Queets,2001,44,Wild,90,Current
Queets,2001,51,Hatchery,0,Current
Queets,2001,51,Wild,95,Current
Queets,2001,58,Hatchery,8,Current
Queets,2001,58,Wild,79,Current
Queets,2001,65,Hatchery,0,Current
Queets,2001,65,Wild,66,Current
Queets,2001,72,Hatchery,0,Current
Queets,2001,72,Wild,117,Current
Queets,2001,79,Hatchery,0,Current
Queets,2001,79,Wild,181,Current
Queets,2001,86,Hatchery,0,Current
Queets,2001,86,Wild,237,Current
Queets,2001,93,Hatchery,0,Current
Queets,2001,93,Wild,149,Current
Queets,2001,100,Hatchery,0,Current
Queets,2001,100,Wild,57,Current
Queets,2001,107,Hatchery,0,Current
Queets,2001,107,Wild,61,Current
Queets,2001,114,Hatchery,0,Current
Queets,2001,114,Wild,62,Current
Queets,2001,121,Hatchery,0,Current
Queets,2001,121,Wild,31,Current
Queets,2002,-34,Hatchery,298,Current
Queets,2002,-34,Wild,5,Current
Queets,2002,-27,Hatchery,393,Current
Queets,2002,-27,Wild,32,Current
Queets,2002,-20,Hatchery,255,Current
Queets,2002,-20,Wild,19,Current
Queets,2002,-13,Hatchery,672,Current
Queets,2002,-13,Wild,0,Current
Queets,2002,-6,Hatchery,330,Current
Queets,2002,-6,Wild,26,Current
Queets,2002,1,Hatchery,27,Current
Queets,2002,1,Wild,35,Current
Queets,2002,8,Hatchery,68,Current
Queets,2002,8,Wild,93,Current
Queets,2002,15,Hatchery,82,Current
Queets,2002,15,Wild,178,Current
Queets,2002,22,Hatchery,16,Current
Queets,2002,22,Wild,36,Current
Queets,2003,-35,Hatchery,257,Current
Queets,2003,-35,Wild,3,Current
Queets,2003,-28,Hatchery,133,Current
Queets,2003,-28,Wild,0,Current
Queets,2003,-21,Hatchery,122,Current
Queets,2003,-21,Wild,5,Current
Queets,2003,-14,Hatchery,145,Current
Queets,2003,-14,Wild,16,Current
Queets,2003,7,Hatchery,24,Current
Queets,2003,7,Wild,33,Current
Queets,2003,14,Hatchery,41,Current
Queets,2003,14,Wild,61,Current
Queets,2003,21,Hatchery,32,Current
Queets,2003,21,Wild,16,Current
Queets,2003,28,Hatchery,0,Current
Queets,2003,28,Wild,162,Current
Queets,2003,35,Hatchery,12,Current
Queets,2003,35,Wild,103,Current
Queets,2003,42,Hatchery,7,Current
Queets,2003,42,Wild,87,Current
Queets,2003,49,Hatchery,0,Current
Queets,2003,49,Wild,128,Current
Queets,2003,56,Hatchery,0,Current
Queets,2003,56,Wild,82,Current
Queets,2003,63,Hatchery,0,Current
Queets,2003,63,Wild,48,Current
Queets,2003,70,Hatchery,0,Current
Queets,2003,70,Wild,111,Current
Queets,2003,77,Hatchery,0,Current
Queets,2003,77,Wild,84,Current
Queets,2003,84,Hatchery,0,Current
Queets,2003,84,Wild,213,Current
Queets,2003,91,Hatchery,0,Current
Queets,2003,91,Wild,52,Current
Queets,2003,98,Hatchery,0,Current
Queets,2003,98,Wild,35,Current
Queets,2003,105,Hatchery,0,Current
Queets,2003,105,Wild,27,Current
Queets,2003,112,Hatchery,0,Current
Queets,2003,112,Wild,26,Current
Queets,2003,119,Hatchery,0,Current
Queets,2003,119,Wild,12,Current
Queets,2004,-36,Hatchery,2,Current
Queets,2004,-36,Wild,0,Current
Queets,2004,-29,Hatchery,188,Current
Queets,2004,-29,Wild,0,Current
Queets,2004,-22,Hatchery,229,Current
Queets,2004,-22,Wild,23,Current
Queets,2004,-15,Hatchery,300,Current
Queets,2004,-15,Wild,6,Current
Queets,2004,-8,Hatchery,333,Current
Queets,2004,-8,Wild,8,Current
Queets,2004,-1,Hatchery,203,Current
Queets,2004,-1,Wild,37,Current
Queets,2004,6,Hatchery,57,Current
Queets,2004,6,Wild,17,Current
Queets,2004,13,Hatchery,123,Current
Queets,2004,13,Wild,50,Current
Queets,2004,20,Hatchery,29,Current
Queets,2004,20,Wild,28,Current
Queets,2004,27,Hatchery,26,Current
Queets,2004,27,Wild,73,Current
Queets,2004,34,Hatchery,10,Current
Queets,2004,34,Wild,130,Current
Queets,2004,41,Wild,46,Current
Queets,2004,48,Hatchery,0,Current
Queets,2004,48,Wild,39,Current
Queets,2004,55,Hatchery,0,Current
Queets,2004,55,Wild,28,Current
Queets,2004,62,Hatchery,0,Current
Queets,2004,62,Wild,33,Current
Queets,2004,69,Hatchery,0,Current
Queets,2004,69,Wild,147,Current
Queets,2004,76,Hatchery,0,Current
Queets,2004,76,Wild,118,Current
Queets,2004,83,Hatchery,0,Current
Queets,2004,83,Wild,113,Current
Queets,2004,90,Hatchery,0,Current
Queets,2004,90,Wild,89,Current
Queets,2004,97,Hatchery,0,Current
Queets,2004,97,Wild,107,Current
Queets,2004,104,Hatchery,0,Current
Queets,2004,104,Wild,55,Current
Queets,2004,111,Hatchery,0,Current
Queets,2004,111,Wild,47,Current
Queets,2004,118,Hatchery,0,Current
Queets,2004,118,Wild,41,Current
Queets,2005,-38,Hatchery,75,Current
Queets,2005,-38,Wild,0,Current
Queets,2005,-31,Hatchery,267,Current
Queets,2005,-31,Wild,7,Current
Queets,2005,-24,Hatchery,205,Current
Queets,2005,-24,Wild,0,Current
Queets,2005,-17,Hatchery,245,Current
Queets,2005,-17,Wild,8,Current
Queets,2005,-10,Hatchery,262,Current
Queets,2005,-10,Wild,11,Current
Queets,2005,-3,Hatchery,166,Current
Queets,2005,-3,Wild,10,Current
Queets,2005,4,Hatchery,97,Current
Queets,2005,4,Wild,0,Current
Queets,2005,11,Hatchery,65,Current
Queets,2005,11,Wild,33,Current
Queets,2005,18,Hatchery,0,Current
Queets,2005,18,Wild,49,Current
Queets,2005,25,Hatchery,33,Current
Queets,2005,25,Wild,56,Current
Queets,2005,32,Hatchery,0,Current
Queets,2005,32,Wild,87,Current
Queets,2005,39,Hatchery,15,Current
Queets,2005,39,Wild,48,Current
Queets,2005,46,Hatchery,0,Current
Queets,2005,46,Wild,47,Current
Queets,2005,53,Hatchery,0,Current
Queets,2005,53,Wild,72,Current
Queets,2005,60,Hatchery,0,Current
Queets,2005,60,Wild,75,Current
Queets,2005,67,Hatchery,0,Current
Queets,2005,67,Wild,71,Current
Queets,2005,74,Hatchery,0,Current
Queets,2005,74,Wild,141,Current
Queets,2005,81,Hatchery,0,Current
Queets,2005,81,Wild,99,Current
Queets,2005,88,Hatchery,0,Current
Queets,2005,88,Wild,53,Current
Queets,2005,95,Hatchery,0,Current
Queets,2005,95,Wild,50,Current
Queets,2005,102,Hatchery,0,Current
Queets,2005,102,Wild,18,Current
Queets,2005,109,Hatchery,0,Current
Queets,2005,109,Wild,16,Current
Queets,2005,116,Hatchery,0,Current
Queets,2005,116,Wild,24,Current
Queets,2006,-32,Hatchery,65,Current
Queets,2006,-32,Wild,4,Current
Queets,2006,-25,Hatchery,134,Current
Queets,2006,-25,Wild,4,Current
Queets,2006,-18,Hatchery,353,Current
Queets,2006,-18,Wild,7,Current
Queets,2006,-11,Hatchery,195,Current
Queets,2006,-11,Wild,0,Current
Queets,2006,-4,Hatchery,190,Current
Queets,2006,-4,Wild,11,Current
Queets,2006,3,Hatchery,266,Current
Queets,2006,3,Wild,36,Current
Queets,2006,10,Hatchery,68,Current
Queets,2006,10,Wild,23,Current
Queets,2006,17,Hatchery,23,Current
Queets,2006,17,Wild,10,Current
Queets,2006,24,Hatchery,86,Current
Queets,2006,24,Wild,51,Current
Queets,2006,31,Hatchery,0,Current
Queets,2006,31,Wild,18,Current
Queets,2006,38,Hatchery,10,Current
Queets,2006,38,Wild,44,Current
Queets,2006,45,Hatchery,0,Current
Queets,2006,45,Wild,67,Current
Queets,2006,52,Hatchery,0,Current
Queets,2006,52,Wild,65,Current
Queets,2006,59,Hatchery,0,Current
Queets,2006,59,Wild,132,Current
Queets,2006,66,Hatchery,0,Current
Queets,2006,66,Wild,118,Current
Queets,2006,73,Hatchery,0,Current
Queets,2006,73,Wild,75,Current
Queets,2006,80,Hatchery,0,Current
Queets,2006,80,Wild,143,Current
Queets,2006,87,Hatchery,0,Current
Queets,2006,87,Wild,88,Current
Queets,2006,94,Hatchery,0,Current
Queets,2006,94,Wild,57,Current
Queets,2006,101,Hatchery,0,Current
Queets,2006,101,Wild,21,Current
Queets,2006,108,Hatchery,0,Current
Queets,2006,108,Wild,26,Current
Queets,2006,115,Hatchery,0,Current
Queets,2006,115,Wild,7,Current
Queets,2006,122,Hatchery,0,Current
Queets,2006,122,Wild,2,Current
Queets,2007,-33,Hatchery,272,Current
Queets,2007,-33,Wild,0,Current
Queets,2007,-26,Hatchery,431,Current
Queets,2007,-26,Wild,0,Current
Queets,2007,-19,Hatchery,107,Current
Queets,2007,-19,Wild,0,Current
Queets,2007,-12,Hatchery,188,Current
Queets,2007,-12,Wild,14,Current
Queets,2007,-5,Hatchery,309,Current
Queets,2007,-5,Wild,11,Current
Queets,2007,2,Hatchery,209,Current
Queets,2007,2,Wild,21,Current
Queets,2007,9,Hatchery,355,Current
Queets,2007,9,Wild,102,Current
Queets,2007,16,Hatchery,171,Current
Queets,2007,16,Wild,81,Current
Queets,2007,23,Hatchery,108,Current
Queets,2007,23,Wild,120,Current
Queets,2007,30,Hatchery,31,Current
Queets,2007,30,Wild,74,Current
Queets,2007,37,Hatchery,10,Current
Queets,2007,37,Wild,173,Current
Queets,2007,44,Hatchery,0,Current
Queets,2007,44,Wild,95,Current
Queets,2007,51,Hatchery,0,Current
Queets,2007,51,Wild,119,Current
Queets,2007,58,Hatchery,0,Current
Queets,2007,58,Wild,162,Current
Queets,2007,65,Hatchery,0,Current
Queets,2007,65,Wild,180,Current
Queets,2007,72,Hatchery,0,Current
Queets,2007,72,Wild,165,Current
Queets,2007,79,Hatchery,0,Current
Queets,2007,79,Wild,129,Current
Queets,2007,86,Hatchery,0,Current
Queets,2007,86,Wild,163,Current
Queets,2007,93,Hatchery,0,Current
Queets,2007,93,Wild,107,Current
Queets,2007,100,Hatchery,0,Current
Queets,2007,100,Wild,42,Current
Queets,2007,107,Hatchery,0,Current
Queets,2007,107,Wild,36,Current
Queets,2007,114,Hatchery,0,Current
Queets,2007,114,Wild,17,Current
Queets,2007,121,Hatchery,0,Current
Queets,2007,121,Wild,19,Current
Queets,2008,-34,Hatchery,75,Current
Queets,2008,-34,Wild,36,Current
Queets,2008,-27,Hatchery,38,Current
Queets,2008,-27,Wild,30,Current
Queets,2008,-20,Hatchery,32,Current
Queets,2008,-20,Wild,46,Current
Queets,2008,-13,Hatchery,51,Current
Queets,2008,-13,Wild,34,Current
Queets,2008,-6,Hatchery,35,Current
Queets,2008,-6,Wild,35,Current
Queets,2008,1,Hatchery,29,Current
Queets,2008,1,Wild,45,Current
Queets,2008,8,Hatchery,30,Current
Queets,2008,8,Wild,66,Current
Queets,2008,15,Hatchery,0,Current
Queets,2008,15,Wild,95,Current
Queets,2008,22,Hatchery,7,Current
Queets,2008,22,Wild,46,Current
Queets,2008,29,Hatchery,0,Current
Queets,2008,29,Wild,21,Current
Queets,2008,36,Hatchery,0,Current
Queets,2008,36,Wild,57,Current
Queets,2008,43,Hatchery,0,Current
Queets,2008,43,Wild,152,Current
Queets,2008,50,Hatchery,0,Current
Queets,2008,50,Wild,32,Current
Queets,2008,57,Hatchery,0,Current
Queets,2008,57,Wild,50,Current
Queets,2008,64,Hatchery,0,Current
Queets,2008,64,Wild,35,Current
Queets,2008,71,Hatchery,0,Current
Queets,2008,71,Wild,60,Current
Queets,2008,78,Hatchery,0,Current
Queets,2008,78,Wild,41,Current
Queets,2008,85,Hatchery,0,Current
Queets,2008,85,Wild,22,Current
Queets,2008,92,Hatchery,0,Current
Queets,2008,92,Wild,23,Current
Queets,2008,99,Hatchery,0,Current
Queets,2008,99,Wild,14,Current
Queets,2008,106,Hatchery,0,Current
Queets,2008,106,Wild,15,Current
Queets,2008,113,Hatchery,0,Current
Queets,2008,113,Wild,1,Current
Queets,2009,-36,Hatchery,145,Current
Queets,2009,-36,Wild,19,Current
Queets,2009,-29,Hatchery,215,Current
Queets,2009,-29,Wild,4,Current
Queets,2009,-22,Hatchery,204,Current
Queets,2009,-22,Wild,6,Current
Queets,2009,-15,Hatchery,317,Current
Queets,2009,-15,Wild,20,Current
Queets,2009,-8,Hatchery,218,Current
Queets,2009,-8,Wild,11,Current
Queets,2009,-1,Hatchery,308,Current
Queets,2009,-1,Wild,23,Current
Queets,2009,6,Hatchery,123,Current
Queets,2009,6,Wild,12,Current
Queets,2009,13,Hatchery,296,Current
Queets,2009,13,Wild,21,Current
Queets,2009,20,Hatchery,160,Current
Queets,2009,20,Wild,7,Current
Queets,2009,27,Hatchery,63,Current
Queets,2009,27,Wild,12,Current
Queets,2009,34,Hatchery,17,Current
Queets,2009,34,Wild,19,Current
Queets,2009,41,Hatchery,0,Current
Queets,2009,41,Wild,66,Current
Queets,2009,48,Hatchery,23,Current
Queets,2009,48,Wild,106,Current
Queets,2009,55,Hatchery,0,Current
Queets,2009,55,Wild,169,Current
Queets,2009,62,Hatchery,0,Current
Queets,2009,62,Wild,152,Current
Queets,2009,69,Hatchery,0,Current
Queets,2009,69,Wild,105,Current
Queets,2009,76,Hatchery,0,Current
Queets,2009,76,Wild,152,Current
Queets,2009,83,Hatchery,0,Current
Queets,2009,83,Wild,159,Current
Queets,2009,90,Hatchery,0,Current
Queets,2009,90,Wild,100,Current
Queets,2009,97,Hatchery,0,Current
Queets,2009,97,Wild,100,Current
Queets,2009,104,Hatchery,0,Current
Queets,2009,104,Wild,60,Current
Queets,2009,111,Hatchery,0,Current
Queets,2009,111,Wild,39,Current
Queets,2009,118,Hatchery,0,Current
Queets,2009,118,Wild,10,Current
Queets,2010,-37,Hatchery,32,Current
Queets,2010,-37,Wild,0,Current
Queets,2010,-30,Hatchery,268,Current
Queets,2010,-30,Wild,6,Current
Queets,2010,-23,Hatchery,259,Current
Queets,2010,-23,Wild,18,Current
Queets,2010,-16,Hatchery,197,Current
Queets,2010,-16,Wild,13,Current
Queets,2010,-9,Hatchery,71,Current
